,trainingsizes,frames,masterframes,results,result_sums,mean,times,mini,result_q1,result_q2,result_q3,maxi
78,7800,"[62, 62, 62, 62, 62, 62, 62, 60, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 60, 62, 62, 62, 62, 62, 59, 62, 62, 62, 61, 61, 62, 61, 62, 60, 62, 62, 62, 62, 62, 60, 62, 62, 60, 62, 62, 62, 62, 62, 62, 62, 62, 62, 58, 62, 56, 62, 62, 62, 62, 62, 62, 62, 62, 59, 62, 60, 58, 62, 61, 62, 62, 62, 62, 62, 62, 62, 58, 62, 62, 61, 60, 60, 62, 60, 62, 62, 62, 62, 62, 62, 62, 62, 59, 62, 62, 62, 62, 62, 62]",458499,"[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0]",-125.0,-5.0,1651,-5.0,-5.0,-5.0,-5.0,-5.0
79,7900,"[62, 62, 62, 62, 62, 62, 62, 60, 62, 62, 61, 60, 62, 59, 62, 42, 62, 62, 62, 58, 62, 62, 56, 62, 59, 62, 62, 62, 62, 58, 62, 62, 58, 61, 62, 62, 62, 61, 57, 62, 62, 62, 59, 62, 62, 62, 62, 62, 62, 62, 58, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 54, 49, 62, 62, 62, 61, 62, 62, 53, 62, 62, 62, 56, 62, 62, 62, 62, 62, 62, 62, 69, 62, 56, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62]",464600,"[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0]",-125.0,-5.0,1573,-5.0,-5.0,-5.0,-5.0,-5.0
80,8000,"[62, 62, 62, 24, 62, 62, 62, 53, 62, 58, 62, 60, 62, 61, 62, 61, 62, 62, 62, 62, 62, 58, 62, 62, 59, 62, 62, 62, 53, 62, 48, 19, 19, 62, 38, 62, 58, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 58, 61, 61, 62, 62, 62, 62, 62, 62, 60, 56, 62, 62, 61, 62, 62, 62, 62, 62, 62, 60, 62, 62, 62, 62, 62, 62, 31, 62, 113, 58, 60, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 61, 62, 62, 62, 62, 62, 60, 62]",470595,"[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0]",-125.0,-5.0,1525,-5.0,-5.0,-5.0,-5.0,-5.0
81,8100,"[60, 62, 50, 58, 62, 62, 62, 62, 61, 62, 62, 61, 62, 62, 62, 62, 98, 23, 57, 62, 61, 62, 58, 62, 62, 62, 62, 62, 61, 61, 62, 59, 62, 62, 62, 59, 62, 62, 62, 62, 62, 62, 60, 62, 62, 62, 62, 57, 62, 62, 62, 58, 62, 62, 62, 62, 62, 62, 56, 62, 59, 62, 62, 62, 62, 62, 62, 62, 62, 62, 60, 62, 61, 62, 62, 62, 61, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 20, 19, 19]",476602,"[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0]",-125.0,-5.0,1588,-5.0,-5.0,-5.0,-5.0,-5.0
82,8200,"[33, 19, 65, 62, 62, 62, 62, 61, 62, 60, 62, 62, 59, 61, 62, 62, 62, 61, 62, 64, 62, 33, 19, 57, 38, 38, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 61, 62, 62, 62, 62, 60, 62, 62, 62, 60, 62, 62, 61, 61, 62, 62, 57, 62, 62, 56, 62, 58, 62, 62, 62, 62, 58, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 55, 58, 62]",482565,"[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0]",-125.0,-5.0,1526,-5.0,-5.0,-5.0,-5.0,-5.0
83,8300,"[62, 62, 62, 56, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 60, 62, 62, 62, 62, 62, 62, 62, 62, 62, 56, 62, 62, 62, 62, 62, 62, 60, 62, 60, 62, 60, 62, 62, 62, 61, 60, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 60, 62, 62, 62, 62, 62, 62, 56, 60, 62, 62, 62, 62, 62, 62, 54, 62, 60, 62, 62, 62, 62, 62, 62, 61, 62, 60, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 60, 62, 62, 62, 62, 62, 62, 60, 62, 62]",488715,"[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0]",-125.0,-5.0,1578,-5.0,-5.0,-5.0,-5.0,-5.0
84,8400,"[62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 60, 62, 62, 62, 62, 62, 60, 62, 62, 62, 62, 62, 62, 60, 56, 62, 62, 60, 60, 62, 62, 62, 62, 62, 62, 62, 62, 60, 62, 58, 47, 19, 49, 38, 64, 62, 62, 62, 62, 62, 62, 58, 59, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 58, 59, 62, 62, 62, 62, 62, 62, 62, 62, 61, 62, 62, 62, 62, 61, 61, 62, 59, 62, 40, 62, 19, 19, 65, 62, 62, 62, 62, 62, 61, 62, 62, 62]",494674,"[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0]",-125.0,-5.0,1529,-5.0,-5.0,-5.0,-5.0,-5.0
85,8500,"[62, 62, 62, 62, 62, 60, 60, 62, 62, 62, 62, 62, 62, 62, 19, 19, 60, 62, 62, 62, 57, 60, 62, 62, 62, 62, 62, 62, 62, 60, 62, 62, 62, 62, 62, 62, 62, 62, 58, 62, 19, 19, 62, 62, 61, 38, 62, 62, 62, 62, 60, 62, 62, 62, 62, 62, 62, 62, 62, 62, 58, 62, 61, 60, 60, 62, 62, 56, 62, 60, 62, 56, 60, 62, 62, 62, 62, 62, 62, 62, 59, 62, 57, 68, 62, 62, 60, 62, 61, 60, 57, 62, 62, 62, 62, 62, 62, 62, 62, 62]",500619,"[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0]",-125.0,-5.0,1578,-5.0,-5.0,-5.0,-5.0,-5.0
86,8600,"[62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 61, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 60, 62, 62, 62, 60, 56, 61, 62, 62, 62, 62, 58, 62, 62, 62, 62, 62, 61, 59, 62, 62, 62, 62, 62, 62, 57, 19, 19, 62, 62, 56, 61, 62, 62, 62, 62, 62, 62, 61, 62, 62, 62, 62, 62, 62, 62, 61, 62, 62, 62, 59, 62, 62, 62, 62, 62, 62, 61, 62, 62, 62, 37, 19, 69, 39, 19, 62, 19, 54, 37, 62, 62, 60, 62, 58, 62, 62]",506486,"[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0]",-125.0,-5.0,1505,-5.0,-5.0,-5.0,-5.0,-5.0
87,8700,"[62, 60, 60, 62, 62, 62, 58, 62, 62, 62, 63, 62, 36, 46, 62, 59, 62, 60, 62, 62, 62, 62, 62, 55, 58, 62, 62, 62, 62, 62, 60, 62, 62, 62, 27, 62, 19, 69, 20, 60, 62, 62, 62, 59, 62, 61, 62, 62, 62, 60, 62, 62, 62, 62, 62, 72, 19, 38, 19, 19, 38, 62, 19, 19, 19, 40, 62, 62, 62, 62, 62, 62, 62, 60, 59, 62, 62, 62, 62, 60, 62, 62, 46, 38, 35, 19, 62, 58, 61, 62, 43, 62, 62, 62, 60, 60, 62, 62, 60, 61]",512032,"[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0]",-125.0,-5.0,1396,-5.0,-5.0,-5.0,-5.0,-5.0
88,8800,"[62, 62, 62, 62, 62, 62, 60, 62, 62, 62, 62, 62, 62, 62, 58, 62, 58, 59, 62, 62, 62, 62, 58, 62, 62, 62, 62, 62, 60, 62, 62, 62, 62, 62, 60, 58, 62, 62, 62, 62, 62, 62, 62, 61, 58, 62, 62, 62, 62, 62, 62, 62, 62, 57, 62, 19, 62, 28, 20, 52, 70, 71, 62, 62, 62, 62, 59, 62, 62, 62, 59, 62, 60, 62, 62, 62, 62, 62, 57, 62, 62, 19, 62, 38, 19, 62, 62, 26, 22, 62, 62, 58, 62, 62, 62, 62, 59, 62, 57, 62]",517874,"[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0]",-125.0,-5.0,1472,-5.0,-5.0,-5.0,-5.0,-5.0
89,8900,"[62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 60, 62, 62, 62, 62, 62, 62, 61, 56, 62, 62, 62, 62, 61, 62, 62, 62, 62, 62, 62, 62, 58, 62, 62, 62, 62, 62, 60, 60, 62, 62, 62, 62, 62, 62, 62, 60, 61, 58, 62, 62, 62, 62, 62, 57, 62, 47, 61, 60, 62, 62, 62, 62, 56, 62, 60, 62, 60, 62, 62, 60, 62, 62, 62, 62, 49, 62, 62, 62, 62, 62, 62, 58, 62, 59, 62, 62, 62, 62, 62, 62, 60, 62, 62, 60, 62, 62, 62, 62, 62]",523990,"[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0]",-125.0,-5.0,1542,-5.0,-5.0,-5.0,-5.0,-5.0
90,9000,"[62, 62, 62, 62, 62, 58, 59, 61, 62, 60, 62, 62, 62, 62, 62, 62, 62, 62, 62, 58, 62, 62, 62, 62, 62, 62, 62, 58, 62, 62, 60, 62, 62, 60, 58, 62, 59, 60, 61, 62, 62, 62, 60, 61, 62, 62, 62, 61, 62, 62, 62, 62, 62, 62, 62, 62, 56, 62, 61, 62, 62, 62, 62, 62, 60, 62, 61, 62, 62, 64, 57, 20, 19, 62, 62, 58, 30, 63, 62, 62, 59, 62, 62, 62, 62, 60, 62, 62, 62, 60, 62, 62, 61, 62, 62, 49, 62, 37, 19, 19]",529889,"[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0]",-125.0,-5.0,1520,-5.0,-5.0,-5.0,-5.0,-5.0
91,9100,"[33, 62, 62, 57, 62, 62, 62, 62, 58, 59, 62, 62, 62, 62, 54, 61, 62, 62, 62, 62, 62, 62, 56, 60, 56, 62, 62, 61, 62, 62, 62, 59, 62, 62, 61, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 58, 62, 62, 62, 62, 62, 62, 62, 60, 62, 62, 61, 62, 62, 62, 37, 62, 98, 37, 19, 62, 73, 62, 59, 62, 62, 62, 60, 62, 62, 62, 62, 62, 62, 60, 62, 58, 62, 62, 62, 19, 62, 62, 62, 19, 62, 62, 62, 62, 57, 59, 62, 58, 62, 62]",535858,"[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0]",-125.0,-5.0,1533,-5.0,-5.0,-5.0,-5.0,-5.0
92,9200,"[62, 61, 58, 58, 62, 62, 77, 62, 71, 19, 76, 60, 65, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 59, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 58, 62, 56, 58, 62, 62, 62, 59, 62, 62, 62, 62, 65, 19, 59, 62, 45, 19, 26, 62, 19, 62, 62, 23, 19, 62, 62, 62, 62, 62, 62, 58, 62, 62, 62, 62, 56, 62, 62, 66, 60, 19, 19, 98, 62, 62, 62, 62, 62, 60, 62, 60, 62, 60, 62, 62, 61, 62, 62, 62, 62]",541696,"[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0]",-125.0,-5.0,1530,-5.0,-5.0,-5.0,-5.0,-5.0
93,9300,"[62, 62, 62, 62, 47, 72, 62, 19, 62, 19, 62, 62, 62, 62, 62, 62, 62, 61, 61, 62, 62, 62, 62, 62, 62, 62, 62, 62, 76, 58, 62, 62, 61, 62, 62, 56, 62, 62, 60, 62, 62, 62, 60, 62, 59, 62, 62, 62, 62, 62, 62, 48, 60, 61, 62, 62, 62, 62, 62, 61, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 58, 62, 62, 62, 62, 62, 62, 56, 62, 62, 62, 62, 62, 58, 62, 60, 62, 61, 62, 62, 62, 62, 62, 58, 62, 62, 62]",547760,"[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0]",-125.0,-5.0,1548,-5.0,-5.0,-5.0,-5.0,-5.0
94,9400,"[62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 60, 62, 62, 62, 62, 62, 62, 58, 62, 62, 62, 60, 62, 62, 62, 62, 61, 62, 62, 62, 61, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 60, 60, 65, 19, 57, 58, 62, 40, 19, 38, 62, 62, 62, 62, 62, 61, 62, 58, 62, 58, 62, 62, 58, 62, 60, 62, 62, 62, 62, 62, 62, 62, 62, 61, 58, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62]",553788,"[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0]",-125.0,-5.0,1563,-5.0,-5.0,-5.0,-5.0,-5.0
95,9500,"[60, 58, 61, 61, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 60, 62, 62, 62, 62, 60, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 60, 62, 62, 62, 62, 56, 62, 62, 62, 62, 61, 62, 61, 61, 61, 62, 62, 62, 33, 62, 59, 19, 27, 62, 61, 62, 62, 62, 62, 62, 61, 62, 62, 62, 62, 62, 39, 62, 41, 62, 62, 68, 62, 62, 75, 62, 62, 59, 62, 62, 62, 62, 62, 61, 62, 62, 41, 94, 50, 62, 62, 52, 62, 62, 62, 62, 62, 60, 62]",559810,"[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0]",-125.0,-5.0,1523,-5.0,-5.0,-5.0,-5.0,-5.0
96,9600,"[60, 59, 60, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 64, 62, 62, 62, 59, 62, 62, 62, 57, 62, 62, 62, 62, 59, 56, 21, 19, 38, 19, 54, 19, 60, 62, 62, 62, 62, 59, 62, 62, 61, 62, 62, 60, 62, 56, 62, 62, 59, 62, 62, 60, 62, 62, 62, 62, 62, 22, 48, 19, 19, 66, 62, 50, 44, 62, 68, 62, 62, 62, 62, 62, 62, 61, 60, 62, 62, 60, 57, 62, 62, 61, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62]",565596,"[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0]",-125.0,-5.0,1502,-5.0,-5.0,-5.0,-5.0,-5.0
97,9700,"[62, 62, 62, 62, 64, 62, 62, 62, 46, 62, 58, 62, 38, 35, 62, 58, 62, 62, 62, 62, 62, 62, 62, 60, 62, 62, 62, 62, 59, 62, 37, 62, 19, 19, 49, 45, 19, 70, 62, 62, 62, 62, 59, 62, 62, 62, 62, 62, 62, 58, 62, 62, 62, 56, 62, 62, 59, 19, 19, 19, 19, 19, 62, 20, 48, 47, 44, 19, 47, 62, 60, 62, 62, 62, 62, 62, 62, 61, 62, 62, 62, 62, 62, 61, 62, 44, 62, 48, 38, 19, 74, 102, 52, 62, 62, 62, 62, 62, 62, 62]",571103,"[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0]",-125.0,-5.0,1383,-5.0,-5.0,-5.0,-5.0,-5.0
98,9800,"[62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 61, 58, 62, 62, 61, 62, 62, 62, 62, 72, 76, 19, 19, 58, 19, 19, 62, 56, 62, 61, 62, 60, 62, 58, 62, 62, 60, 62, 62, 62, 62, 62, 62, 62, 59, 61, 61, 62, 62, 55, 62, 62, 62, 61, 62, 62, 62, 61, 58, 62, 60, 62, 62, 56, 62, 62, 62, 62, 58, 62, 58, 58, 60, 62, 62, 62, 21, 19, 27, 62, 62, 37, 19, 20, 62, 56, 62, 62, 60, 62, 61, 59, 62, 62, 62, 62, 62]",576849,"[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0]",-125.0,-5.0,1454,-5.0,-5.0,-5.0,-5.0,-5.0
99,9900,"[58, 62, 62, 62, 62, 62, 60, 62, 62, 62, 62, 60, 60, 62, 62, 62, 36, 20, 62, 62, 43, 68, 62, 62, 59, 62, 60, 62, 62, 62, 62, 62, 61, 62, 62, 62, 62, 62, 62, 62, 60, 62, 60, 58, 62, 60, 62, 62, 62, 62, 62, 60, 62, 62, 62, 62, 56, 62, 60, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 58, 62, 62, 62, 62, 62, 62, 60, 62, 58, 62, 62, 62, 62, 58, 62, 62, 62, 62, 62, 62, 62, 60, 62, 62, 62, 62, 62, 63, 19]",582874,"[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0]",-125.0,-5.0,1506,-5.0,-5.0,-5.0,-5.0,-5.0
100,10000,"[62, 98, 24, 62, 62, 62, 57, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 59, 62, 62, 62, 62, 62, 62, 62, 56, 62, 62, 61, 62, 61, 60, 62, 60, 62, 62, 60, 59, 62, 62, 60, 62, 58, 62, 62, 62, 62, 62, 62, 62, 58, 62, 62, 60, 62, 60, 60, 62, 62, 62, 62, 62, 60, 62, 62, 62, 62, 58, 62, 62, 62, 24, 19, 62, 63, 62, 62, 62, 61, 62, 62, 62, 62, 62, 60, 60, 60, 62, 61, 62, 62, 62, 59, 69, 62, 62, 62, 62]",588941,"[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0]",-125.0,-5.0,1509,-5.0,-5.0,-5.0,-5.0,-5.0
